dataset,Classifier,weighting_strategy,hardness_metric,metric,gain_index,gain_disparity,n_runs,wins,win_rate
BCWDD,GaussianNB,static,feature_CL,F1 Score,0.012936456992435211,0.012117696061941189,3,3,1.0
BCWDD,GaussianNB,static,feature_CL,Precision,-0.004758244975636261,0.015567343674708946,3,2,0.6666666666666666
BCWDD,GaussianNB,static,feature_CL,Recall,0.031746031746031744,0.013746434980705423,3,3,1.0
BCWDD,GaussianNB,static,feature_CL,Specificity,-0.00462962962962965,0.008018753738744838,3,0,0.0
BCWDD,GaussianNB,static,feature_CLD,Balanced Accuracy,0.011243386243386241,0.010882594359725306,3,3,1.0
BCWDD,GaussianNB,static,feature_CLD,F1 Score,0.00944650125528849,0.013793925892231072,3,3,1.0
BCWDD,GaussianNB,static,feature_CLD,Precision,-0.011079552407026924,0.015039195738089758,3,1,0.3333333333333333
BCWDD,GaussianNB,static,feature_CLD,Recall,0.031746031746031744,0.013746434980705423,3,3,1.0
BCWDD,GaussianNB,static,feature_CLD,Specificity,-0.0092592592592593,0.008018753738744838,3,0,0.0
BCWDD,GaussianNB,static,feature_DCP,Balanced Accuracy,0.008928571428571433,0.013346849253049546,3,2,0.6666666666666666
BCWDD,GaussianNB,static,feature_DCP,F1 Score,0.0057116739910494,0.01802634215546147,3,2,0.6666666666666666
BCWDD,GaussianNB,static,feature_DCP,Precision,-0.018462350487499484,0.02540227982371758,3,1,0.3333333333333333
BCWDD,GaussianNB,static,feature_DCP,Recall,0.031746031746031744,0.013746434980705423,3,3,1.0
BCWDD,GaussianNB,static,feature_DCP,Specificity,-0.013888888888888914,0.013888888888888895,3,0,0.0
BCWDD,GaussianNB,static,feature_DS,Balanced Accuracy,-0.00958994708994713,0.015507108581605013,3,1,0.3333333333333333
BCWDD,GaussianNB,static,feature_DS,F1 Score,-0.009553292959695092,0.01871443507665276,3,1,0.3333333333333333
BCWDD,GaussianNB,static,feature_DS,Precision,0.005238327790347423,0.012992103329824253,3,1,0.3333333333333333
BCWDD,GaussianNB,static,feature_DS,Recall,-0.023809523809523836,0.023809523809523836,3,0,0.0
BCWDD,GaussianNB,static,feature_DS,Specificity,0.004629629629629613,0.008018753738744774,3,1,0.3333333333333333
BCWDD,GaussianNB,static,feature_F1,Balanced Accuracy,-0.003968253968253954,0.006873217490352663,3,0,0.0
BCWDD,GaussianNB,static,feature_F1,F1 Score,-0.004377564979480164,0.007582164957893854,3,0,0.0
BCWDD,GaussianNB,static,feature_F1,Precision,-0.0010570824524313016,0.0018309205154005254,3,0,0.0
BCWDD,GaussianNB,static,feature_F1,Recall,-0.007936507936507945,0.013746434980705392,3,0,0.0
BCWDD,GaussianNB,static,feature_F1,Specificity,0.0,0.0,3,0,0.0
BCWDD,GaussianNB,static,feature_F2,Balanced Accuracy,0.005621693121693065,0.01088259435972521,3,2,0.6666666666666666
BCWDD,GaussianNB,static,feature_F2,F1 Score,0.0045494232626511755,0.013867734695167234,3,2,0.6666666666666666
BCWDD,GaussianNB,static,feature_F2,Precision,-0.00611157527912561,0.015304814951404106,3,2,0.6666666666666666
